,IP,unemp,CRB Pcomm,CPI,EBP,2y Treas,MPS,MPS_ORTH,NFP_surp,DNFP_12m,SP500_3m,Slope_3m,Pcomm_3m,Tr_skew
2013-04-01,101.6364,7.6,617.0322,231.797,-0.14789499439505,0.2005,0.0,0.0,,,0.0,0.0,0.0,0.0
2013-05-01,101.7476,7.5,615.8969,231.893,-0.531918343254917,0.3179,0.0084,-0.0022,-0.097,0.0151,0.061,-0.31,-0.0402,0.5289
2013-06-01,101.9549,7.5,614.8725,232.445,-0.402192924803976,0.3866,0.0117,-0.0052,0.005,0.016,0.0567,0.3,-0.0635,0.719
2013-07-01,101.5204,7.3,614.8361,232.9,-0.027397514693606,0.3253,0.0067,-0.0028,0.03,0.0168,0.0635,0.94,-0.085,0.7715
2013-08-01,102.1907,7.2,615.9011,233.456,-0.133723230591269,0.4277,0.0,0.0,,,0.0,0.0,0.0,0.0
2013-09-01,102.717,7.2,614.7549,233.544,-0.152995750094642,0.3385,-0.003,-0.0173,-0.008,0.017,0.0469,0.7,-0.0212,0.6945
2013-10-01,102.5371,7.2,612.5252,233.669,-0.0363066220817387,0.3178,0.0096,-0.0191,-0.032,0.0169,0.0501,-0.1,0.0217,0.6275
2013-11-01,102.8379,6.9,613.8051,234.1,-0.00332094408376937,0.2899,0.0,0.0,,,0.0,0.0,0.0,0.0
2013-12-01,103.1504,6.7,612.3282,234.719,-0.159539249030817,0.3953,0.0126,-0.0253,0.023,0.0182,0.048,-0.07,-0.003,0.7862
2014-01-01,102.7216,6.6,612.6826,235.288,-0.328780997466632,0.3475,0.0092,0.0109,-0.122,0.0169,0.0261,0.23,0.0058,0.3963
2014-02-01,103.5917,6.7,617.074,235.547,-0.224921130963153,0.3393,0.0,0.0,,,0.0,0.0,0.0,0.0
2014-03-01,104.5889,6.7,620.1888,236.028,-0.302424311692308,0.4393,0.0262,-0.0009,0.03,0.0159,0.0493,-0.15,0.0643,0.2636
2014-04-01,104.6371,6.2,621.7304,236.468,-0.388163711262694,0.4245,0.0124,-0.0111,-0.003,0.0167,0.048,-0.03,0.0886,0.2106
2014-05-01,105.0152,6.3,621.058,236.918,-0.401929628250083,0.3852,0.0,0.0,,,0.0,0.0,0.0,0.0
2014-06-01,105.4081,6.1,620.7382,237.231,-0.333988172984305,0.4543,0.0175,0.0123,-0.003,0.0176,0.0533,-0.01,-0.0136,0.1446
2014-07-01,105.6157,6.2,619.1278,237.498,-0.353716269171635,0.5487,0.0034,-0.0003,0.073,0.0186,0.0556,-0.24,-0.0916,0.0927
2014-08-01,105.4986,6.1,618.1734,237.46,-0.34030648677868,0.5268,0.0,0.0,,,0.0,0.0,0.0,0.0
2014-09-01,105.8138,5.9,615.9983,237.477,-0.258584483619721,0.617,0.0255,0.0438,-0.078,0.0191,0.0319,-0.04,-0.0894,0.0965
2014-10-01,105.8357,5.7,612.8876,237.43,-0.252728766816889,0.5385,0.0337,0.0558,0.033,0.0199,0.0031,-0.17,-0.0753,-0.3273
2014-11-01,106.6634,5.8,611.9506,236.983,0.0180111188935798,0.4952,0.0,0.0,,,0.0,0.0,0.0,0.0
2014-12-01,106.5085,5.6,608.1648,236.252,0.0312397995992177,0.7064,-0.0518,-0.0284,0.096,0.0202,-0.0058,-0.54,-0.1133,-0.5048
2015-01-01,105.9806,5.7,604.6071,234.747,-0.108867808599813,0.4887,-0.0005,0.0343,0.009,0.0216,0.0518,-0.47,-0.1434,-0.5721
2015-02-01,105.4425,5.5,604.2443,235.342,-0.361964790722386,0.6618,0.0,0.0,,,0.0,0.0,0.0,0.0
2015-03-01,105.1464,5.4,602.823,235.976,-0.192619350472464,0.5825,-0.0635,-0.0438,0.055,0.0224,0.0235,-0.03,-0.09,-0.3141
2015-04-01,104.5272,5.4,604.2989,236.222,-0.0383085203533379,0.6061,0.0065,0.0263,-0.122,0.0211,0.0302,0.17,0.0359,-0.2426
2015-05-01,104.0742,5.6,605.1477,237.001,0.0160591914659056,0.6313,0.0,0.0,,,0.0,0.0,0.0,0.0
2015-06-01,103.7174,5.3,605.512,237.657,0.119516596234198,0.6633,-0.037,-0.0535,0.06,0.0215,0.0207,0.3,0.0504,0.1412
2015-07-01,104.3243,5.2,601.7059,238.034,0.174148227274628,0.6787,-0.0025,0.0306,-0.007,0.0204,-0.0116,0.23,-0.0909,-0.2409
2015-08-01,104.1621,5.1,600.7092,238.033,0.373795649816244,0.7697,0.0,0.0,,,0.0,0.0,0.0,0.0
2015-09-01,103.7768,5.0,599.9259,237.498,0.50748880810526,0.6531,-0.057,-0.0226,-0.042,0.0204,-0.0437,-0.07,-0.1079,-0.149
2015-10-01,103.3976,5.0,597.9265,237.733,0.398051772231407,0.7625,0.0538,0.0702,-0.058,0.0193,-0.0008,-0.19,-0.0437,-0.0622
2015-11-01,102.6866,5.1,595.1215,238.017,0.48059928507582,0.9629,0.0,0.0,,,0.0,0.0,0.0,0.0
2015-12-01,102.1014,5.0,592.6126,237.761,0.653877045801948,1.0755,0.0294,0.0471,0.011,0.0192,0.0452,-0.18,-0.0954,-0.1917
2016-01-01,102.9525,4.9,594.8714,237.652,0.891843570291951,0.8053,-0.022,0.0018,0.091,0.0192,-0.0588,-0.32,-0.1141,-0.2636
2016-02-01,102.2225,4.9,594.9679,237.336,0.918839257127353,0.7899,0.0,0.0,,,0.0,0.0,0.0,0.0
2016-03-01,101.4155,5.0,599.4635,238.08,0.548175182704661,0.7329,-0.0811,-0.0818,0.047,0.0181,-0.0156,-0.4,0.0476,-0.3014
2016-04-01,101.5167,5.0,603.4644,238.992,0.198702248164454,0.765,0.0188,0.0008,0.015,0.0193,0.0925,0.0,0.1487,-0.3341
2016-05-01,101.4298,4.8,602.1751,239.557,0.211208288590587,0.8824,0.0,0.0,,,0.0,0.0,0.0,0.0
2016-06-01,101.8747,4.9,602.2769,240.222,0.00617952660739584,0.5951,-0.0385,-0.0392,-0.117,0.0166,0.0259,-0.28,0.1433,-0.2643
2016-07-01,102.1325,4.8,601.1439,240.101,-0.0469745609409693,0.6636,0.0163,0.0027,0.107,0.0171,0.0364,-0.44,0.0071,-0.1374
2016-08-01,102.0407,4.9,599.8465,240.545,-0.0524533010326049,0.8135,0.0,0.0,,,0.0,0.0,0.0,0.0
2016-09-01,102.0477,5.0,599.7546,241.176,-0.119406487410506,0.7825,-0.0221,-0.0156,-0.038,0.0177,0.0326,-0.05,-0.0347,0.0774
2016-10-01,102.2485,4.9,600.0375,241.741,-0.0993075701017542,0.8705,0.0,0.0,,,0.0,0.0,0.0,0.0
2016-11-01,102.0507,4.7,604.2538,242.026,-0.812071250906332,1.1428,0.0123,0.0161,-0.018,0.0173,-0.0276,0.22,0.0504,0.0319
2016-12-01,102.9281,4.7,604.7561,242.637,-0.277205768852632,1.2018,0.0471,0.0302,0.001,0.0165,0.0509,0.57,0.0858,0.2783
2017-01-01,103.0366,4.7,606.9513,243.62,-0.219308990258787,1.1985,0.0,0.0,,,0.0,0.0,0.0,0.0
2017-02-01,102.6479,4.6,606.9837,243.872,-0.216960655802391,1.2367,-0.013,-0.0112,-0.019,0.0167,0.0631,0.45,0.0572,-0.0789
2017-03-01,103.343,4.4,606.6085,243.766,-0.203502558939441,1.2793,-0.0498,-0.0403,0.039,0.0164,0.0539,-0.12,-0.0236,-0.296
2017-04-01,104.2721,4.4,605.1006,244.274,-0.147858459710922,1.2783,0.0,0.0,,,0.0,0.0,0.0,0.0
2017-05-01,104.4129,4.4,607.3505,244.069,-0.198415576523127,1.284,0.0216,0.0495,-0.08,0.0159,0.0412,-0.46,-0.017,-0.5262
2017-06-01,104.5849,4.3,610.1731,244.218,-0.158448169263427,1.3946,0.0292,0.0404,-0.044,0.0166,0.0282,-0.61,-0.0122,-0.2824
2017-07-01,104.5427,4.3,609.0721,244.28,-0.179566415892154,1.3568,-0.0025,-0.0207,0.042,0.0162,0.0532,-0.38,-0.0076,0.1922
2017-08-01,104.0475,4.4,607.6816,245.205,-0.0933567103942949,1.3228,0.0,0.0,,,0.0,0.0,0.0,0.0
2017-09-01,104.0502,4.2,605.7533,246.551,-0.297272824896105,1.481,0.0585,0.0689,-0.027,0.0155,0.0298,0.05,0.0638,-0.3306
2017-10-01,105.6287,4.1,605.8235,246.657,-0.239639098273696,1.5965,0.0,0.0,,,0.0,0.0,0.0,0.0
2017-11-01,106.193,4.2,606.2459,247.378,-0.172593129395369,1.7902,0.0144,0.0298,-0.12,0.0147,0.0416,0.05,0.049,-0.1631
2017-12-01,106.536,4.1,606.9212,247.736,-0.239908188587847,1.8852,0.0017,0.0024,0.03,0.0151,0.0683,-0.08,0.0038,-0.1687
2018-01-01,106.2655,4.1,609.4563,248.721,-0.448750430489715,2.1441,0.017,0.0053,-0.042,0.0148,0.0987,0.06,0.0591,0.0838
2018-02-01,106.6419,4.1,609.5577,249.3,-0.286208665243714,2.2631,0.0,0.0,,,0.0,0.0,0.0,0.0
2018-03-01,107.2519,4.0,607.9659,249.517,-0.150565458683094,2.2717,0.0044,0.0009,0.108,0.0153,0.0201,-0.01,0.035,-0.2486
2018-04-01,108.2223,4.0,609.8299,250.275,-0.342031564591919,2.4854,0.0,0.0,,,0.0,0.0,0.0,0.0
2018-05-01,107.3639,3.8,610.0924,250.786,-0.251290727679229,2.4134,0.0027,0.0246,-0.075,0.0152,-0.0789,-0.17,0.0061,-0.0607
2018-06-01,108.1707,4.0,608.475,251.152,-0.0249188334918384,2.5207,0.0295,0.031,0.033,0.0161,0.0001,-0.07,0.0316,-0.138
2018-07-01,108.652,3.8,607.1038,251.345,-0.181688632772606,2.6634,0.0,0.0,,,0.0,0.0,0.0,0.0
2018-08-01,109.5246,3.8,601.9615,251.735,-0.132086934938504,2.6198,0.0053,0.0114,0.018,0.0155,0.0534,-0.19,-0.0457,-0.0884
2018-09-01,109.6749,3.7,602.8158,252.183,-0.226814128057742,2.801,0.0054,0.0148,0.009,0.0158,0.0567,-0.06,-0.0141,-0.2246
2018-10-01,109.9165,3.8,603.0998,252.899,-0.0331465656643061,2.8607,0.0,0.0,,,0.0,0.0,0.0,0.0
2018-11-01,110.5067,3.7,603.1118,252.822,0.104037358903087,2.7935,0.0176,0.0225,0.062,0.0159,-0.0157,-0.05,-0.008,-0.0965
2018-12-01,110.5516,3.9,601.4131,252.493,0.310179880577448,2.4859,0.0303,0.072,-0.043,0.0152,-0.1318,-0.45,-0.0329,-0.434
2019-01-01,110.1185,4.0,602.3036,252.441,0.149013292475397,2.4451,-0.0186,0.0011,0.136,0.0156,-0.0374,-0.49,-0.0329,-0.6531
2019-02-01,109.5631,3.8,602.3036,252.969,0.037812787126948,2.5049,0.0,0.0,,,0.0,0.0,0.0,0.0
2019-03-01,109.6811,3.8,605.5612,254.147,-0.163962768044636,2.2679,-0.026,0.0024,-0.16,0.0137,0.0662,-0.28,0.0461,-0.5239
2019-04-01,108.9888,3.6,604.5219,255.326,-0.0296384813528209,2.2562,0.0,0.0,,,0.0,0.0,0.0,0.0
2019-05-01,109.2264,3.6,603.0589,255.371,-0.0538299349174795,1.9556,-0.0363,-0.0288,0.021,0.014,0.1003,-0.22,0.0208,-0.4845
2019-06-01,109.2774,3.7,601.0948,255.423,-0.0181521293707511,1.7629,-0.0779,-0.0276,-0.105,0.0126,0.0332,-0.31,-0.0378,-0.7766
2019-07-01,109.0852,3.7,599.9334,255.925,-0.0723806424832009,1.8938,0.0533,0.0562,0.064,0.0123,0.0246,-0.1,-0.0168,-0.0839
2019-08-01,109.8543,3.7,595.8812,256.118,-0.201740781574091,1.5276,0.0,0.0,,,0.0,0.0,0.0,0.0
2019-09-01,109.4725,3.5,595.9896,256.532,-0.291446281820283,1.656,0.045,0.0629,-0.03,0.0123,0.0403,-0.02,0.0253,-0.3557
2019-10-01,109.027,3.6,596.4864,257.387,-0.279474271276654,1.5421,0.0298,0.0557,-0.009,0.0131,-0.0185,0.03,-0.0231,-0.2622
2019-11-01,110.0388,3.5,595.6977,257.989,-0.230412926947024,1.6416,0.0,0.0,,,0.0,0.0,0.0,0.0
2019-12-01,109.6527,3.5,599.5407,258.203,-0.331442472253766,1.5941,0.0059,0.0138,0.086,0.0139,0.0504,0.52,0.0144,-0.2328
2020-01-01,109.1845,3.6,600.1836,258.687,-0.298879818453832,1.3416,,,,,0.0,0.0,0.0,0.0
2020-02-01,109.2966,3.5,597.9164,258.824,-0.214183307442669,0.8823,,,,,0.0,0.0,0.0,0.0
